reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-01-24,wk flu hosp rate change,0,2026-01-24,01,pmf,decrease,0.483
2026-01-24,wk flu hosp rate change,0,2026-01-24,01,pmf,increase,0.239
2026-01-24,wk flu hosp rate change,0,2026-01-24,01,pmf,large_decrease,0.09
2026-01-24,wk flu hosp rate change,0,2026-01-24,01,pmf,large_increase,0.085
2026-01-24,wk flu hosp rate change,0,2026-01-24,01,pmf,stable,0.1030000000000001
2026-01-24,wk flu hosp rate change,0,2026-01-24,02,pmf,decrease,0.187
2026-01-24,wk flu hosp rate change,0,2026-01-24,02,pmf,increase,0.342
2026-01-24,wk flu hosp rate change,0,2026-01-24,02,pmf,large_decrease,0.08
2026-01-24,wk flu hosp rate change,0,2026-01-24,02,pmf,large_increase,0.036
2026-01-24,wk flu hosp rate change,0,2026-01-24,02,pmf,stable,0.355
2026-01-24,wk flu hosp rate change,0,2026-01-24,04,pmf,decrease,0.6633366633366634
2026-01-24,wk flu hosp rate change,0,2026-01-24,04,pmf,increase,0.08891108891108891
2026-01-24,wk flu hosp rate change,0,2026-01-24,04,pmf,large_decrease,0.0019980019980019984
2026-01-24,wk flu hosp rate change,0,2026-01-24,04,pmf,large_increase,0.0019980019980019984
2026-01-24,wk flu hosp rate change,0,2026-01-24,04,pmf,stable,0.24375624375624377
2026-01-24,wk flu hosp rate change,0,2026-01-24,05,pmf,decrease,0.384
2026-01-24,wk flu hosp rate change,0,2026-01-24,05,pmf,increase,0.366
2026-01-24,wk flu hosp rate change,0,2026-01-24,05,pmf,large_decrease,0.024
2026-01-24,wk flu hosp rate change,0,2026-01-24,05,pmf,large_increase,0.075
2026-01-24,wk flu hosp rate change,0,2026-01-24,05,pmf,stable,0.151
2026-01-24,wk flu hosp rate change,0,2026-01-24,06,pmf,decrease,0.29070929070929075
2026-01-24,wk flu hosp rate change,0,2026-01-24,06,pmf,increase,0.15184815184815187
2026-01-24,wk flu hosp rate change,0,2026-01-24,06,pmf,large_decrease,0.003996003996003997
2026-01-24,wk flu hosp rate change,0,2026-01-24,06,pmf,large_increase,0.0009990009990009992
2026-01-24,wk flu hosp rate change,0,2026-01-24,06,pmf,stable,0.5524475524475525
2026-01-24,wk flu hosp rate change,0,2026-01-24,08,pmf,decrease,0.527
2026-01-24,wk flu hosp rate change,0,2026-01-24,08,pmf,increase,0.141
2026-01-24,wk flu hosp rate change,0,2026-01-24,08,pmf,large_decrease,0.032
2026-01-24,wk flu hosp rate change,0,2026-01-24,08,pmf,large_increase,0.002
2026-01-24,wk flu hosp rate change,0,2026-01-24,08,pmf,stable,0.298
2026-01-24,wk flu hosp rate change,0,2026-01-24,09,pmf,decrease,0.8961038961038961
2026-01-24,wk flu hosp rate change,0,2026-01-24,09,pmf,increase,0.005994005994005993
2026-01-24,wk flu hosp rate change,0,2026-01-24,09,pmf,large_decrease,0.10289710289710288
2026-01-24,wk flu hosp rate change,0,2026-01-24,09,pmf,large_increase,0.005994005994005993
2026-01-24,wk flu hosp rate change,0,2026-01-24,09,pmf,stable,-0.010989010989010986
2026-01-24,wk flu hosp rate change,0,2026-01-24,10,pmf,decrease,0.294
2026-01-24,wk flu hosp rate change,0,2026-01-24,10,pmf,increase,0.39
2026-01-24,wk flu hosp rate change,0,2026-01-24,10,pmf,large_decrease,0.017
2026-01-24,wk flu hosp rate change,0,2026-01-24,10,pmf,large_increase,0.009
2026-01-24,wk flu hosp rate change,0,2026-01-24,10,pmf,stable,0.29
2026-01-24,wk flu hosp rate change,0,2026-01-24,11,pmf,decrease,0.247
2026-01-24,wk flu hosp rate change,0,2026-01-24,11,pmf,increase,0.338
2026-01-24,wk flu hosp rate change,0,2026-01-24,11,pmf,large_decrease,0.003
2026-01-24,wk flu hosp rate change,0,2026-01-24,11,pmf,large_increase,0.037
2026-01-24,wk flu hosp rate change,0,2026-01-24,11,pmf,stable,0.375
2026-01-24,wk flu hosp rate change,0,2026-01-24,12,pmf,decrease,0.35
2026-01-24,wk flu hosp rate change,0,2026-01-24,12,pmf,increase,0.361
2026-01-24,wk flu hosp rate change,0,2026-01-24,12,pmf,large_decrease,0.008
2026-01-24,wk flu hosp rate change,0,2026-01-24,12,pmf,large_increase,0.002
2026-01-24,wk flu hosp rate change,0,2026-01-24,12,pmf,stable,0.279
2026-01-24,wk flu hosp rate change,0,2026-01-24,13,pmf,decrease,0.446
2026-01-24,wk flu hosp rate change,0,2026-01-24,13,pmf,increase,0.287
2026-01-24,wk flu hosp rate change,0,2026-01-24,13,pmf,large_decrease,0.002
2026-01-24,wk flu hosp rate change,0,2026-01-24,13,pmf,large_increase,0.002
2026-01-24,wk flu hosp rate change,0,2026-01-24,13,pmf,stable,0.263
2026-01-24,wk flu hosp rate change,0,2026-01-24,15,pmf,decrease,0.42
2026-01-24,wk flu hosp rate change,0,2026-01-24,15,pmf,increase,0.187
2026-01-24,wk flu hosp rate change,0,2026-01-24,15,pmf,large_decrease,0.238
2026-01-24,wk flu hosp rate change,0,2026-01-24,15,pmf,large_increase,0.061
2026-01-24,wk flu hosp rate change,0,2026-01-24,15,pmf,stable,0.09400000000000011
2026-01-24,wk flu hosp rate change,0,2026-01-24,16,pmf,decrease,0.572
2026-01-24,wk flu hosp rate change,0,2026-01-24,16,pmf,increase,0.181
2026-01-24,wk flu hosp rate change,0,2026-01-24,16,pmf,large_decrease,0.003
2026-01-24,wk flu hosp rate change,0,2026-01-24,16,pmf,large_increase,0.001
2026-01-24,wk flu hosp rate change,0,2026-01-24,16,pmf,stable,0.2430000000000001
2026-01-24,wk flu hosp rate change,0,2026-01-24,17,pmf,decrease,0.45
2026-01-24,wk flu hosp rate change,0,2026-01-24,17,pmf,increase,0.311
2026-01-24,wk flu hosp rate change,0,2026-01-24,17,pmf,large_decrease,0.014
2026-01-24,wk flu hosp rate change,0,2026-01-24,17,pmf,large_increase,0.004
2026-01-24,wk flu hosp rate change,0,2026-01-24,17,pmf,stable,0.221
2026-01-24,wk flu hosp rate change,0,2026-01-24,18,pmf,decrease,0.476
2026-01-24,wk flu hosp rate change,0,2026-01-24,18,pmf,increase,0.327
2026-01-24,wk flu hosp rate change,0,2026-01-24,18,pmf,large_decrease,0.009
2026-01-24,wk flu hosp rate change,0,2026-01-24,18,pmf,large_increase,0.015
