reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-01-17,wk flu hosp rate change,0,2026-01-17,01,pmf,decrease,0.254
2026-01-17,wk flu hosp rate change,0,2026-01-17,01,pmf,increase,0.291
2026-01-17,wk flu hosp rate change,0,2026-01-17,01,pmf,large_decrease,0.1
2026-01-17,wk flu hosp rate change,0,2026-01-17,01,pmf,large_increase,0.227
2026-01-17,wk flu hosp rate change,0,2026-01-17,01,pmf,stable,0.1280000000000001
2026-01-17,wk flu hosp rate change,0,2026-01-17,02,pmf,decrease,0.3479999999999999
2026-01-17,wk flu hosp rate change,0,2026-01-17,02,pmf,increase,0.31899999999999995
2026-01-17,wk flu hosp rate change,0,2026-01-17,02,pmf,large_decrease,0.05699999999999999
2026-01-17,wk flu hosp rate change,0,2026-01-17,02,pmf,large_increase,0.04599999999999999
2026-01-17,wk flu hosp rate change,0,2026-01-17,02,pmf,stable,0.22999999999999995
2026-01-17,wk flu hosp rate change,0,2026-01-17,04,pmf,decrease,0.369
2026-01-17,wk flu hosp rate change,0,2026-01-17,04,pmf,increase,0.327
2026-01-17,wk flu hosp rate change,0,2026-01-17,04,pmf,large_decrease,0.002
2026-01-17,wk flu hosp rate change,0,2026-01-17,04,pmf,large_increase,0.101
2026-01-17,wk flu hosp rate change,0,2026-01-17,04,pmf,stable,0.20100000000000012
2026-01-17,wk flu hosp rate change,0,2026-01-17,05,pmf,decrease,0.229
2026-01-17,wk flu hosp rate change,0,2026-01-17,05,pmf,increase,0.397
2026-01-17,wk flu hosp rate change,0,2026-01-17,05,pmf,large_decrease,0.008
2026-01-17,wk flu hosp rate change,0,2026-01-17,05,pmf,large_increase,0.195
2026-01-17,wk flu hosp rate change,0,2026-01-17,05,pmf,stable,0.171
2026-01-17,wk flu hosp rate change,0,2026-01-17,06,pmf,decrease,0.149
2026-01-17,wk flu hosp rate change,0,2026-01-17,06,pmf,increase,0.486
2026-01-17,wk flu hosp rate change,0,2026-01-17,06,pmf,large_decrease,0.002
2026-01-17,wk flu hosp rate change,0,2026-01-17,06,pmf,large_increase,0.006
2026-01-17,wk flu hosp rate change,0,2026-01-17,06,pmf,stable,0.357
2026-01-17,wk flu hosp rate change,0,2026-01-17,08,pmf,decrease,0.346
2026-01-17,wk flu hosp rate change,0,2026-01-17,08,pmf,increase,0.317
2026-01-17,wk flu hosp rate change,0,2026-01-17,08,pmf,large_decrease,0.057
2026-01-17,wk flu hosp rate change,0,2026-01-17,08,pmf,large_increase,0.007
2026-01-17,wk flu hosp rate change,0,2026-01-17,08,pmf,stable,0.273
2026-01-17,wk flu hosp rate change,0,2026-01-17,09,pmf,decrease,0.435
2026-01-17,wk flu hosp rate change,0,2026-01-17,09,pmf,increase,0.159
2026-01-17,wk flu hosp rate change,0,2026-01-17,09,pmf,large_decrease,0.247
2026-01-17,wk flu hosp rate change,0,2026-01-17,09,pmf,large_increase,0.101
2026-01-17,wk flu hosp rate change,0,2026-01-17,09,pmf,stable,0.058
2026-01-17,wk flu hosp rate change,0,2026-01-17,10,pmf,decrease,0.331
2026-01-17,wk flu hosp rate change,0,2026-01-17,10,pmf,increase,0.231
2026-01-17,wk flu hosp rate change,0,2026-01-17,10,pmf,large_decrease,0.089
2026-01-17,wk flu hosp rate change,0,2026-01-17,10,pmf,large_increase,0.17
2026-01-17,wk flu hosp rate change,0,2026-01-17,10,pmf,stable,0.17899999999999988
2026-01-17,wk flu hosp rate change,0,2026-01-17,11,pmf,decrease,0.351
2026-01-17,wk flu hosp rate change,0,2026-01-17,11,pmf,increase,0.353
2026-01-17,wk flu hosp rate change,0,2026-01-17,11,pmf,large_decrease,0.036
2026-01-17,wk flu hosp rate change,0,2026-01-17,11,pmf,large_increase,0.031
2026-01-17,wk flu hosp rate change,0,2026-01-17,11,pmf,stable,0.229
2026-01-17,wk flu hosp rate change,0,2026-01-17,12,pmf,decrease,0.178
2026-01-17,wk flu hosp rate change,0,2026-01-17,12,pmf,increase,0.532
2026-01-17,wk flu hosp rate change,0,2026-01-17,12,pmf,large_decrease,0.088
2026-01-17,wk flu hosp rate change,0,2026-01-17,12,pmf,large_increase,0.035
2026-01-17,wk flu hosp rate change,0,2026-01-17,12,pmf,stable,0.167
2026-01-17,wk flu hosp rate change,0,2026-01-17,13,pmf,decrease,0.22177822177822182
2026-01-17,wk flu hosp rate change,0,2026-01-17,13,pmf,increase,0.4375624375624376
2026-01-17,wk flu hosp rate change,0,2026-01-17,13,pmf,large_decrease,0.0029970029970029974
2026-01-17,wk flu hosp rate change,0,2026-01-17,13,pmf,large_increase,0.07592407592407593
2026-01-17,wk flu hosp rate change,0,2026-01-17,13,pmf,stable,0.26173826173826176
2026-01-17,wk flu hosp rate change,0,2026-01-17,15,pmf,decrease,0.229
2026-01-17,wk flu hosp rate change,0,2026-01-17,15,pmf,increase,0.26
2026-01-17,wk flu hosp rate change,0,2026-01-17,15,pmf,large_decrease,0.155
2026-01-17,wk flu hosp rate change,0,2026-01-17,15,pmf,large_increase,0.224
2026-01-17,wk flu hosp rate change,0,2026-01-17,15,pmf,stable,0.132
2026-01-17,wk flu hosp rate change,0,2026-01-17,16,pmf,decrease,0.431
2026-01-17,wk flu hosp rate change,0,2026-01-17,16,pmf,increase,0.292
2026-01-17,wk flu hosp rate change,0,2026-01-17,16,pmf,large_decrease,0.019
2026-01-17,wk flu hosp rate change,0,2026-01-17,16,pmf,large_increase,0.033
2026-01-17,wk flu hosp rate change,0,2026-01-17,16,pmf,stable,0.225
2026-01-17,wk flu hosp rate change,0,2026-01-17,17,pmf,decrease,0.287
2026-01-17,wk flu hosp rate change,0,2026-01-17,17,pmf,increase,0.419
2026-01-17,wk flu hosp rate change,0,2026-01-17,17,pmf,large_decrease,0.002
2026-01-17,wk flu hosp rate change,0,2026-01-17,17,pmf,large_increase,0.062
2026-01-17,wk flu hosp rate change,0,2026-01-17,17,pmf,stable,0.23
2026-01-17,wk flu hosp rate change,0,2026-01-17,18,pmf,decrease,0.208
2026-01-17,wk flu hosp rate change,0,2026-01-17,18,pmf,increase,0.406
2026-01-17,wk flu hosp rate change,0,2026-01-17,18,pmf,large_decrease,0.004
2026-01-17,wk flu hosp rate change,0,2026-01-17,18,pmf,large_increase,0.198
2026-01-17,wk flu hosp rate change,0,2026-01-17,18,pmf,stable,0.184
2026-01-17,wk flu hosp rate change,0,2026-01-17,19,pmf,decrease,0.23176823176823175
2026-01-17,wk flu hosp rate change,0,2026-01-17,19,pmf,increase,0.4435564435564435
2026-01-17,wk flu hosp rate change,0,2026-01-17,19,pmf,large_decrease,0.006993006993006992
2026-01-17,wk flu hosp rate change,0,2026-01-17,19,pmf,large_increase,0.05494505494505494
2026-01-17,wk flu hosp rate change,0,2026-01-17,19,pmf,stable,0.2627372627372627
2026-01-17,wk flu hosp rate change,0,2026-01-17,20,pmf,decrease,0.202
2026-01-17,wk flu hosp rate change,0,2026-01-17,20,pmf,increase,0.531
2026-01-17,wk flu hosp rate change,0,2026-01-17,20,pmf,large_decrease,0.002
2026-01-17,wk flu hosp rate change,0,2026-01-17,20,pmf,large_increase,0.074
2026-01-17,wk flu hosp rate change,0,2026-01-17,20,pmf,stable,0.191
2026-01-17,wk flu hosp rate change,0,2026-01-17,21,pmf,decrease,0.222
2026-01-17,wk flu hosp rate change,0,2026-01-17,21,pmf,increase,0.344
2026-01-17,wk flu hosp rate change,0,2026-01-17,21,pmf,large_decrease,0.008
2026-01-17,wk flu hosp rate change,0,2026-01-17,21,pmf,large_increase,0.252
2026-01-17,wk flu hosp rate change,0,2026-01-17,21,pmf,stable,0.174
2026-01-17,wk flu hosp rate change,0,2026-01-17,22,pmf,decrease,0.392
2026-01-17,wk flu hosp rate change,0,2026-01-17,22,pmf,increase,0.363
2026-01-17,wk flu hosp rate change,0,2026-01-17,22,pmf,large_decrease,0.043
2026-01-17,wk flu hosp rate change,0,2026-01-17,22,pmf,large_increase,0.027
2026-01-17,wk flu hosp rate change,0,2026-01-17,22,pmf,stable,0.175
2026-01-17,wk flu hosp rate change,0,2026-01-17,23,pmf,decrease,0.423
2026-01-17,wk flu hosp rate change,0,2026-01-17,23,pmf,increase,0.236
2026-01-17,wk flu hosp rate change,0,2026-01-17,23,pmf,large_decrease,0.254
2026-01-17,wk flu hosp rate change,0,2026-01-17,23,pmf,large_increase,0.06
2026-01-17,wk flu hosp rate change,0,2026-01-17,23,pmf,stable,0.027
2026-01-17,wk flu hosp rate change,0,2026-01-17,24,pmf,decrease,0.334
2026-01-17,wk flu hosp rate change,0,2026-01-17,24,pmf,increase,0.326
2026-01-17,wk flu hosp rate change,0,2026-01-17,24,pmf,large_decrease,0.05
2026-01-17,wk flu hosp rate change,0,2026-01-17,24,pmf,large_increase,0.162
2026-01-17,wk flu hosp rate change,0,2026-01-17,24,pmf,stable,0.1279999999999999
2026-01-17,wk flu hosp rate change,0,2026-01-17,25,pmf,decrease,0.605
2026-01-17,wk flu hosp rate change,0,2026-01-17,25,pmf,increase,0.164
2026-01-17,wk flu hosp rate change,0,2026-01-17,25,pmf,large_decrease,0.14
2026-01-17,wk flu hosp rate change,0,2026-01-17,25,pmf,large_increase,0.047
2026-01-17,wk flu hosp rate change,0,2026-01-17,25,pmf,stable,0.044
2026-01-17,wk flu hosp rate change,0,2026-01-17,26,pmf,decrease,0.257
2026-01-17,wk flu hosp rate change,0,2026-01-17,26,pmf,increase,0.43
2026-01-17,wk flu hosp rate change,0,2026-01-17,26,pmf,large_decrease,0.007
2026-01-17,wk flu hosp rate change,0,2026-01-17,26,pmf,large_increase,0.075
2026-01-17,wk flu hosp rate change,0,2026-01-17,26,pmf,stable,0.231
2026-01-17,wk flu hosp rate change,0,2026-01-17,27,pmf,decrease,0.322
2026-01-17,wk flu hosp rate change,0,2026-01-17,27,pmf,increase,0.286
2026-01-17,wk flu hosp rate change,0,2026-01-17,27,pmf,large_decrease,0.053
2026-01-17,wk flu hosp rate change,0,2026-01-17,27,pmf,large_increase,0.189
2026-01-17,wk flu hosp rate change,0,2026-01-17,27,pmf,stable,0.15
2026-01-17,wk flu hosp rate change,0,2026-01-17,28,pmf,decrease,0.27
2026-01-17,wk flu hosp rate change,0,2026-01-17,28,pmf,increase,0.421
2026-01-17,wk flu hosp rate change,0,2026-01-17,28,pmf,large_decrease,0.009
2026-01-17,wk flu hosp rate change,0,2026-01-17,28,pmf,large_increase,0.127
2026-01-17,wk flu hosp rate change,0,2026-01-17,28,pmf,stable,0.17299999999999988
2026-01-17,wk flu hosp rate change,0,2026-01-17,30,pmf,decrease,0.31699999999999995
2026-01-17,wk flu hosp rate change,0,2026-01-17,30,pmf,increase,0.3979999999999999
2026-01-17,wk flu hosp rate change,0,2026-01-17,30,pmf,large_decrease,0.0019999999999999996
2026-01-17,wk flu hosp rate change,0,2026-01-17,30,pmf,large_increase,0.05799999999999999
2026-01-17,wk flu hosp rate change,0,2026-01-17,30,pmf,stable,0.22499999999999995
2026-01-17,wk flu hosp rate change,0,2026-01-17,31,pmf,decrease,0.172
2026-01-17,wk flu hosp rate change,0,2026-01-17,31,pmf,increase,0.481
2026-01-17,wk flu hosp rate change,0,2026-01-17,31,pmf,large_decrease,0.002
2026-01-17,wk flu hosp rate change,0,2026-01-17,31,pmf,large_increase,0.014
2026-01-17,wk flu hosp rate change,0,2026-01-17,31,pmf,stable,0.331
2026-01-17,wk flu hosp rate change,0,2026-01-17,32,pmf,decrease,0.432
2026-01-17,wk flu hosp rate change,0,2026-01-17,32,pmf,increase,0.25
2026-01-17,wk flu hosp rate change,0,2026-01-17,32,pmf,large_decrease,0.002
2026-01-17,wk flu hosp rate change,0,2026-01-17,32,pmf,large_increase,0.002
2026-01-17,wk flu hosp rate change,0,2026-01-17,32,pmf,stable,0.3140000000000001
2026-01-17,wk flu hosp rate change,0,2026-01-17,33,pmf,decrease,0.36899999999999994
2026-01-17,wk flu hosp rate change,0,2026-01-17,33,pmf,increase,0.33999999999999997
2026-01-17,wk flu hosp rate change,0,2026-01-17,33,pmf,large_decrease,0.011999999999999997
2026-01-17,wk flu hosp rate change,0,2026-01-17,33,pmf,large_increase,0.06399999999999999
2026-01-17,wk flu hosp rate change,0,2026-01-17,33,pmf,stable,0.21499999999999994
2026-01-17,wk flu hosp rate change,0,2026-01-17,34,pmf,decrease,0.194
2026-01-17,wk flu hosp rate change,0,2026-01-17,34,pmf,increase,0.434
2026-01-17,wk flu hosp rate change,0,2026-01-17,34,pmf,large_decrease,0.047
2026-01-17,wk flu hosp rate change,0,2026-01-17,34,pmf,large_increase,0.084
2026-01-17,wk flu hosp rate change,0,2026-01-17,34,pmf,stable,0.241
2026-01-17,wk flu hosp rate change,0,2026-01-17,35,pmf,decrease,0.47
2026-01-17,wk flu hosp rate change,0,2026-01-17,35,pmf,increase,0.301
2026-01-17,wk flu hosp rate change,0,2026-01-17,35,pmf,large_decrease,0.002
2026-01-17,wk flu hosp rate change,0,2026-01-17,35,pmf,large_increase,0.038
2026-01-17,wk flu hosp rate change,0,2026-01-17,35,pmf,stable,0.189
2026-01-17,wk flu hosp rate change,0,2026-01-17,36,pmf,decrease,0.605
2026-01-17,wk flu hosp rate change,0,2026-01-17,36,pmf,increase,0.196
2026-01-17,wk flu hosp rate change,0,2026-01-17,36,pmf,large_decrease,0.112
2026-01-17,wk flu hosp rate change,0,2026-01-17,36,pmf,large_increase,0.016
2026-01-17,wk flu hosp rate change,0,2026-01-17,36,pmf,stable,0.0710000000000001
2026-01-17,wk flu hosp rate change,0,2026-01-17,37,pmf,decrease,0.2997002997002997
2026-01-17,wk flu hosp rate change,0,2026-01-17,37,pmf,increase,0.2977022977022977
2026-01-17,wk flu hosp rate change,0,2026-01-17,37,pmf,large_decrease,0.04195804195804197
2026-01-17,wk flu hosp rate change,0,2026-01-17,37,pmf,large_increase,0.2307692307692308
2026-01-17,wk flu hosp rate change,0,2026-01-17,37,pmf,stable,0.12987012987012989
2026-01-17,wk flu hosp rate change,0,2026-01-17,38,pmf,decrease,0.32
2026-01-17,wk flu hosp rate change,0,2026-01-17,38,pmf,increase,0.39
2026-01-17,wk flu hosp rate change,0,2026-01-17,38,pmf,large_decrease,0.002
2026-01-17,wk flu hosp rate change,0,2026-01-17,38,pmf,large_increase,0.073
2026-01-17,wk flu hosp rate change,0,2026-01-17,38,pmf,stable,0.2150000000000001
2026-01-17,wk flu hosp rate change,0,2026-01-17,39,pmf,decrease,0.2697302697302697
2026-01-17,wk flu hosp rate change,0,2026-01-17,39,pmf,increase,0.3876123876123876
2026-01-17,wk flu hosp rate change,0,2026-01-17,39,pmf,large_decrease,0.0029970029970029966
2026-01-17,wk flu hosp rate change,0,2026-01-17,39,pmf,large_increase,0.01898101898101898
2026-01-17,wk flu hosp rate change,0,2026-01-17,39,pmf,stable,0.32067932067932065
2026-01-17,wk flu hosp rate change,0,2026-01-17,40,pmf,decrease,0.11488511488511488
2026-01-17,wk flu hosp rate change,0,2026-01-17,40,pmf,increase,0.4205794205794205
