reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-02-07,wk flu hosp rate change,0,2026-02-07,01,pmf,decrease,0.164
2026-02-07,wk flu hosp rate change,0,2026-02-07,01,pmf,increase,0.038
2026-02-07,wk flu hosp rate change,0,2026-02-07,01,pmf,large_decrease,0.756
2026-02-07,wk flu hosp rate change,0,2026-02-07,01,pmf,large_increase,0.005
2026-02-07,wk flu hosp rate change,0,2026-02-07,01,pmf,stable,0.037
2026-02-07,wk flu hosp rate change,0,2026-02-07,02,pmf,decrease,0.216
2026-02-07,wk flu hosp rate change,0,2026-02-07,02,pmf,increase,0.17
2026-02-07,wk flu hosp rate change,0,2026-02-07,02,pmf,large_decrease,0.001
2026-02-07,wk flu hosp rate change,0,2026-02-07,02,pmf,large_increase,0.01
2026-02-07,wk flu hosp rate change,0,2026-02-07,02,pmf,stable,0.603
2026-02-07,wk flu hosp rate change,0,2026-02-07,04,pmf,decrease,0.31
2026-02-07,wk flu hosp rate change,0,2026-02-07,04,pmf,increase,0.348
2026-02-07,wk flu hosp rate change,0,2026-02-07,04,pmf,large_decrease,0.023
2026-02-07,wk flu hosp rate change,0,2026-02-07,04,pmf,large_increase,0.002
2026-02-07,wk flu hosp rate change,0,2026-02-07,04,pmf,stable,0.317
2026-02-07,wk flu hosp rate change,0,2026-02-07,05,pmf,decrease,0.054
2026-02-07,wk flu hosp rate change,0,2026-02-07,05,pmf,increase,0.063
2026-02-07,wk flu hosp rate change,0,2026-02-07,05,pmf,large_decrease,0.759
2026-02-07,wk flu hosp rate change,0,2026-02-07,05,pmf,large_increase,0.097
2026-02-07,wk flu hosp rate change,0,2026-02-07,05,pmf,stable,0.027
2026-02-07,wk flu hosp rate change,0,2026-02-07,06,pmf,decrease,0.19
2026-02-07,wk flu hosp rate change,0,2026-02-07,06,pmf,increase,0.387
2026-02-07,wk flu hosp rate change,0,2026-02-07,06,pmf,large_decrease,0.003
2026-02-07,wk flu hosp rate change,0,2026-02-07,06,pmf,large_increase,0.001
2026-02-07,wk flu hosp rate change,0,2026-02-07,06,pmf,stable,0.419
