reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-02-28,wk flu hosp rate change,0,2026-02-28,01,pmf,decrease,0.233
2026-02-28,wk flu hosp rate change,0,2026-02-28,01,pmf,increase,0.354
2026-02-28,wk flu hosp rate change,0,2026-02-28,01,pmf,large_decrease,0.128
2026-02-28,wk flu hosp rate change,0,2026-02-28,01,pmf,large_increase,0.048
2026-02-28,wk flu hosp rate change,0,2026-02-28,01,pmf,stable,0.237
2026-02-28,wk flu hosp rate change,0,2026-02-28,02,pmf,decrease,0.299
2026-02-28,wk flu hosp rate change,0,2026-02-28,02,pmf,increase,0.096
2026-02-28,wk flu hosp rate change,0,2026-02-28,02,pmf,large_decrease,0.005
2026-02-28,wk flu hosp rate change,0,2026-02-28,02,pmf,large_increase,0.001
2026-02-28,wk flu hosp rate change,0,2026-02-28,02,pmf,stable,0.599
2026-02-28,wk flu hosp rate change,0,2026-02-28,04,pmf,decrease,0.561
2026-02-28,wk flu hosp rate change,0,2026-02-28,04,pmf,increase,0.173
2026-02-28,wk flu hosp rate change,0,2026-02-28,04,pmf,large_decrease,0.004
2026-02-28,wk flu hosp rate change,0,2026-02-28,04,pmf,large_increase,0.002
2026-02-28,wk flu hosp rate change,0,2026-02-28,04,pmf,stable,0.26
2026-02-28,wk flu hosp rate change,0,2026-02-28,05,pmf,decrease,0.677
2026-02-28,wk flu hosp rate change,0,2026-02-28,05,pmf,increase,0.069
2026-02-28,wk flu hosp rate change,0,2026-02-28,05,pmf,large_decrease,0.145
2026-02-28,wk flu hosp rate change,0,2026-02-28,05,pmf,large_increase,0.002
2026-02-28,wk flu hosp rate change,0,2026-02-28,05,pmf,stable,0.107
2026-02-28,wk flu hosp rate change,0,2026-02-28,06,pmf,decrease,0.295
2026-02-28,wk flu hosp rate change,0,2026-02-28,06,pmf,increase,0.221
2026-02-28,wk flu hosp rate change,0,2026-02-28,06,pmf,large_decrease,0.001
2026-02-28,wk flu hosp rate change,0,2026-02-28,06,pmf,large_increase,0.001
2026-02-28,wk flu hosp rate change,0,2026-02-28,06,pmf,stable,0.482
2026-02-28,wk flu hosp rate change,0,2026-02-28,08,pmf,decrease,0.212
2026-02-28,wk flu hosp rate change,0,2026-02-28,08,pmf,increase,0.147
2026-02-28,wk flu hosp rate change,0,2026-02-28,08,pmf,large_decrease,0.001
2026-02-28,wk flu hosp rate change,0,2026-02-28,08,pmf,large_increase,0.001
2026-02-28,wk flu hosp rate change,0,2026-02-28,08,pmf,stable,0.639
2026-02-28,wk flu hosp rate change,0,2026-02-28,09,pmf,decrease,0.7312687312687314
2026-02-28,wk flu hosp rate change,0,2026-02-28,09,pmf,increase,0.06493506493506494
2026-02-28,wk flu hosp rate change,0,2026-02-28,09,pmf,large_decrease,0.0019980019980019984
2026-02-28,wk flu hosp rate change,0,2026-02-28,09,pmf,large_increase,0.0019980019980019984
2026-02-28,wk flu hosp rate change,0,2026-02-28,09,pmf,stable,0.19980019980019983
2026-02-28,wk flu hosp rate change,0,2026-02-28,10,pmf,decrease,0.442
2026-02-28,wk flu hosp rate change,0,2026-02-28,10,pmf,increase,0.034
2026-02-28,wk flu hosp rate change,0,2026-02-28,10,pmf,large_decrease,0.05
2026-02-28,wk flu hosp rate change,0,2026-02-28,10,pmf,large_increase,0.001
2026-02-28,wk flu hosp rate change,0,2026-02-28,10,pmf,stable,0.473
2026-02-28,wk flu hosp rate change,0,2026-02-28,11,pmf,decrease,0.001
2026-02-28,wk flu hosp rate change,0,2026-02-28,11,pmf,increase,0.142
2026-02-28,wk flu hosp rate change,0,2026-02-28,11,pmf,large_decrease,0.001
2026-02-28,wk flu hosp rate change,0,2026-02-28,11,pmf,large_increase,0.002
2026-02-28,wk flu hosp rate change,0,2026-02-28,11,pmf,stable,0.854
2026-02-28,wk flu hosp rate change,0,2026-02-28,12,pmf,decrease,0.392
2026-02-28,wk flu hosp rate change,0,2026-02-28,12,pmf,increase,0.167
2026-02-28,wk flu hosp rate change,0,2026-02-28,12,pmf,large_decrease,0.006
2026-02-28,wk flu hosp rate change,0,2026-02-28,12,pmf,large_increase,0.001
2026-02-28,wk flu hosp rate change,0,2026-02-28,12,pmf,stable,0.434
2026-02-28,wk flu hosp rate change,0,2026-02-28,13,pmf,decrease,0.396
2026-02-28,wk flu hosp rate change,0,2026-02-28,13,pmf,increase,0.199
2026-02-28,wk flu hosp rate change,0,2026-02-28,13,pmf,large_decrease,0.006
2026-02-28,wk flu hosp rate change,0,2026-02-28,13,pmf,large_increase,0.002
2026-02-28,wk flu hosp rate change,0,2026-02-28,13,pmf,stable,0.397
2026-02-28,wk flu hosp rate change,0,2026-02-28,15,pmf,decrease,0.27
2026-02-28,wk flu hosp rate change,0,2026-02-28,15,pmf,increase,0.18
2026-02-28,wk flu hosp rate change,0,2026-02-28,15,pmf,large_decrease,0.02
2026-02-28,wk flu hosp rate change,0,2026-02-28,15,pmf,large_increase,0.11
2026-02-28,wk flu hosp rate change,0,2026-02-28,15,pmf,stable,0.42
2026-02-28,wk flu hosp rate change,0,2026-02-28,16,pmf,decrease,0.347
2026-02-28,wk flu hosp rate change,0,2026-02-28,16,pmf,increase,0.107
2026-02-28,wk flu hosp rate change,0,2026-02-28,16,pmf,large_decrease,0.001
2026-02-28,wk flu hosp rate change,0,2026-02-28,16,pmf,large_increase,0.001
2026-02-28,wk flu hosp rate change,0,2026-02-28,16,pmf,stable,0.544
2026-02-28,wk flu hosp rate change,0,2026-02-28,17,pmf,decrease,0.507
2026-02-28,wk flu hosp rate change,0,2026-02-28,17,pmf,increase,0.247
2026-02-28,wk flu hosp rate change,0,2026-02-28,17,pmf,large_decrease,0.015
2026-02-28,wk flu hosp rate change,0,2026-02-28,17,pmf,large_increase,0.013
2026-02-28,wk flu hosp rate change,0,2026-02-28,17,pmf,stable,0.218
2026-02-28,wk flu hosp rate change,0,2026-02-28,18,pmf,decrease,0.323
2026-02-28,wk flu hosp rate change,0,2026-02-28,18,pmf,increase,0.241
2026-02-28,wk flu hosp rate change,0,2026-02-28,18,pmf,large_decrease,0.3
2026-02-28,wk flu hosp rate change,0,2026-02-28,18,pmf,large_increase,0.011
2026-02-28,wk flu hosp rate change,0,2026-02-28,18,pmf,stable,0.125
2026-02-28,wk flu hosp rate change,0,2026-02-28,19,pmf,decrease,0.561
2026-02-28,wk flu hosp rate change,0,2026-02-28,19,pmf,increase,0.121
2026-02-28,wk flu hosp rate change,0,2026-02-28,19,pmf,large_decrease,0.145
2026-02-28,wk flu hosp rate change,0,2026-02-28,19,pmf,large_increase,0.002
2026-02-28,wk flu hosp rate change,0,2026-02-28,19,pmf,stable,0.171
2026-02-28,wk flu hosp rate change,0,2026-02-28,20,pmf,decrease,0.371
2026-02-28,wk flu hosp rate change,0,2026-02-28,20,pmf,increase,0.275
2026-02-28,wk flu hosp rate change,0,2026-02-28,20,pmf,large_decrease,0.102
2026-02-28,wk flu hosp rate change,0,2026-02-28,20,pmf,large_increase,0.002
2026-02-28,wk flu hosp rate change,0,2026-02-28,20,pmf,stable,0.25
2026-02-28,wk flu hosp rate change,0,2026-02-28,21,pmf,decrease,0.577
2026-02-28,wk flu hosp rate change,0,2026-02-28,21,pmf,increase,0.15
2026-02-28,wk flu hosp rate change,0,2026-02-28,21,pmf,large_decrease,0.185
2026-02-28,wk flu hosp rate change,0,2026-02-28,21,pmf,large_increase,0.013
2026-02-28,wk flu hosp rate change,0,2026-02-28,21,pmf,stable,0.07500000000000011
2026-02-28,wk flu hosp rate change,0,2026-02-28,22,pmf,decrease,0.515
2026-02-28,wk flu hosp rate change,0,2026-02-28,22,pmf,increase,0.166
2026-02-28,wk flu hosp rate change,0,2026-02-28,22,pmf,large_decrease,0.012
2026-02-28,wk flu hosp rate change,0,2026-02-28,22,pmf,large_increase,0.001
2026-02-28,wk flu hosp rate change,0,2026-02-28,22,pmf,stable,0.306
2026-02-28,wk flu hosp rate change,0,2026-02-28,23,pmf,decrease,0.199
2026-02-28,wk flu hosp rate change,0,2026-02-28,23,pmf,increase,0.089
2026-02-28,wk flu hosp rate change,0,2026-02-28,23,pmf,large_decrease,0.001
2026-02-28,wk flu hosp rate change,0,2026-02-28,23,pmf,large_increase,0.001
2026-02-28,wk flu hosp rate change,0,2026-02-28,23,pmf,stable,0.71
2026-02-28,wk flu hosp rate change,0,2026-02-28,24,pmf,decrease,0.601
2026-02-28,wk flu hosp rate change,0,2026-02-28,24,pmf,increase,0.143
2026-02-28,wk flu hosp rate change,0,2026-02-28,24,pmf,large_decrease,0.001
2026-02-28,wk flu hosp rate change,0,2026-02-28,24,pmf,large_increase,0.001
2026-02-28,wk flu hosp rate change,0,2026-02-28,24,pmf,stable,0.254
2026-02-28,wk flu hosp rate change,0,2026-02-28,25,pmf,decrease,0.72
2026-02-28,wk flu hosp rate change,0,2026-02-28,25,pmf,increase,0.069
2026-02-28,wk flu hosp rate change,0,2026-02-28,25,pmf,large_decrease,0.001
2026-02-28,wk flu hosp rate change,0,2026-02-28,25,pmf,large_increase,0.001
2026-02-28,wk flu hosp rate change,0,2026-02-28,25,pmf,stable,0.2090000000000001
2026-02-28,wk flu hosp rate change,0,2026-02-28,26,pmf,decrease,0.456
2026-02-28,wk flu hosp rate change,0,2026-02-28,26,pmf,increase,0.081
2026-02-28,wk flu hosp rate change,0,2026-02-28,26,pmf,large_decrease,0.001
2026-02-28,wk flu hosp rate change,0,2026-02-28,26,pmf,large_increase,0.001
2026-02-28,wk flu hosp rate change,0,2026-02-28,26,pmf,stable,0.4609999999999999
