reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-02-14,wk flu hosp rate change,0,2026-02-14,01,pmf,decrease,0.369
2026-02-14,wk flu hosp rate change,0,2026-02-14,01,pmf,increase,0.101
2026-02-14,wk flu hosp rate change,0,2026-02-14,01,pmf,large_decrease,0.444
2026-02-14,wk flu hosp rate change,0,2026-02-14,01,pmf,large_increase,0.027
2026-02-14,wk flu hosp rate change,0,2026-02-14,01,pmf,stable,0.059
2026-02-14,wk flu hosp rate change,0,2026-02-14,02,pmf,decrease,0.39160839160839156
2026-02-14,wk flu hosp rate change,0,2026-02-14,02,pmf,increase,0.10989010989010987
2026-02-14,wk flu hosp rate change,0,2026-02-14,02,pmf,large_decrease,0.05494505494505494
2026-02-14,wk flu hosp rate change,0,2026-02-14,02,pmf,large_increase,0.001998001998001998
2026-02-14,wk flu hosp rate change,0,2026-02-14,02,pmf,stable,0.44155844155844154
2026-02-14,wk flu hosp rate change,0,2026-02-14,04,pmf,decrease,0.29270729270729273
2026-02-14,wk flu hosp rate change,0,2026-02-14,04,pmf,increase,0.4425574425574426
2026-02-14,wk flu hosp rate change,0,2026-02-14,04,pmf,large_decrease,0.0019980019980019984
2026-02-14,wk flu hosp rate change,0,2026-02-14,04,pmf,large_increase,0.0019980019980019984
2026-02-14,wk flu hosp rate change,0,2026-02-14,04,pmf,stable,0.2607392607392608
2026-02-14,wk flu hosp rate change,0,2026-02-14,05,pmf,decrease,0.5544455544455544
2026-02-14,wk flu hosp rate change,0,2026-02-14,05,pmf,increase,0.08791208791208789
2026-02-14,wk flu hosp rate change,0,2026-02-14,05,pmf,large_decrease,0.13786213786213786
2026-02-14,wk flu hosp rate change,0,2026-02-14,05,pmf,large_increase,0.001998001998001998
2026-02-14,wk flu hosp rate change,0,2026-02-14,05,pmf,stable,0.21778221778221776
2026-02-14,wk flu hosp rate change,0,2026-02-14,06,pmf,decrease,0.292
2026-02-14,wk flu hosp rate change,0,2026-02-14,06,pmf,increase,0.323
2026-02-14,wk flu hosp rate change,0,2026-02-14,06,pmf,large_decrease,0.036
2026-02-14,wk flu hosp rate change,0,2026-02-14,06,pmf,large_increase,0.002
2026-02-14,wk flu hosp rate change,0,2026-02-14,06,pmf,stable,0.347
2026-02-14,wk flu hosp rate change,0,2026-02-14,08,pmf,decrease,0.276
2026-02-14,wk flu hosp rate change,0,2026-02-14,08,pmf,increase,0.136
2026-02-14,wk flu hosp rate change,0,2026-02-14,08,pmf,large_decrease,0.001
