reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-12-20,wk flu hosp rate change,0,2025-12-20,01,pmf,decrease,0.229
2025-12-20,wk flu hosp rate change,0,2025-12-20,01,pmf,increase,0.311
2025-12-20,wk flu hosp rate change,0,2025-12-20,01,pmf,large_decrease,0.054
2025-12-20,wk flu hosp rate change,0,2025-12-20,01,pmf,large_increase,0.219
2025-12-20,wk flu hosp rate change,0,2025-12-20,01,pmf,stable,0.187
2025-12-20,wk flu hosp rate change,0,2025-12-20,02,pmf,decrease,0.221
2025-12-20,wk flu hosp rate change,0,2025-12-20,02,pmf,increase,0.312
2025-12-20,wk flu hosp rate change,0,2025-12-20,02,pmf,large_decrease,0.067
2025-12-20,wk flu hosp rate change,0,2025-12-20,02,pmf,large_increase,0.228
2025-12-20,wk flu hosp rate change,0,2025-12-20,02,pmf,stable,0.172
2025-12-20,wk flu hosp rate change,0,2025-12-20,04,pmf,decrease,0.092
2025-12-20,wk flu hosp rate change,0,2025-12-20,04,pmf,increase,0.474
2025-12-20,wk flu hosp rate change,0,2025-12-20,04,pmf,large_decrease,0.001
2025-12-20,wk flu hosp rate change,0,2025-12-20,04,pmf,large_increase,0.118
2025-12-20,wk flu hosp rate change,0,2025-12-20,04,pmf,stable,0.3150000000000001
2025-12-20,wk flu hosp rate change,0,2025-12-20,05,pmf,decrease,0.183
2025-12-20,wk flu hosp rate change,0,2025-12-20,05,pmf,increase,0.434
2025-12-20,wk flu hosp rate change,0,2025-12-20,05,pmf,large_decrease,0.001
2025-12-20,wk flu hosp rate change,0,2025-12-20,05,pmf,large_increase,0.068
2025-12-20,wk flu hosp rate change,0,2025-12-20,05,pmf,stable,0.314
2025-12-20,wk flu hosp rate change,0,2025-12-20,06,pmf,decrease,0.085
2025-12-20,wk flu hosp rate change,0,2025-12-20,06,pmf,increase,0.428
2025-12-20,wk flu hosp rate change,0,2025-12-20,06,pmf,large_decrease,0.001
2025-12-20,wk flu hosp rate change,0,2025-12-20,06,pmf,large_increase,0.051
2025-12-20,wk flu hosp rate change,0,2025-12-20,06,pmf,stable,0.435
2025-12-20,wk flu hosp rate change,0,2025-12-20,08,pmf,decrease,0.172
2025-12-20,wk flu hosp rate change,0,2025-12-20,08,pmf,increase,0.365
2025-12-20,wk flu hosp rate change,0,2025-12-20,08,pmf,large_decrease,0.023
2025-12-20,wk flu hosp rate change,0,2025-12-20,08,pmf,large_increase,0.275
2025-12-20,wk flu hosp rate change,0,2025-12-20,08,pmf,stable,0.165
2025-12-20,wk flu hosp rate change,0,2025-12-20,09,pmf,decrease,0.248
2025-12-20,wk flu hosp rate change,0,2025-12-20,09,pmf,increase,0.293
2025-12-20,wk flu hosp rate change,0,2025-12-20,09,pmf,large_decrease,0.076
2025-12-20,wk flu hosp rate change,0,2025-12-20,09,pmf,large_increase,0.238
2025-12-20,wk flu hosp rate change,0,2025-12-20,09,pmf,stable,0.1450000000000001
2025-12-20,wk flu hosp rate change,0,2025-12-20,10,pmf,decrease,0.21
2025-12-20,wk flu hosp rate change,0,2025-12-20,10,pmf,increase,0.401
2025-12-20,wk flu hosp rate change,0,2025-12-20,10,pmf,large_decrease,0.006
2025-12-20,wk flu hosp rate change,0,2025-12-20,10,pmf,large_increase,0.17
2025-12-20,wk flu hosp rate change,0,2025-12-20,10,pmf,stable,0.213
2025-12-20,wk flu hosp rate change,0,2025-12-20,11,pmf,decrease,0.238
2025-12-20,wk flu hosp rate change,0,2025-12-20,11,pmf,increase,0.323
2025-12-20,wk flu hosp rate change,0,2025-12-20,11,pmf,large_decrease,0.056
2025-12-20,wk flu hosp rate change,0,2025-12-20,11,pmf,large_increase,0.18
2025-12-20,wk flu hosp rate change,0,2025-12-20,11,pmf,stable,0.203
2025-12-20,wk flu hosp rate change,0,2025-12-20,12,pmf,decrease,0.118
2025-12-20,wk flu hosp rate change,0,2025-12-20,12,pmf,increase,0.421
2025-12-20,wk flu hosp rate change,0,2025-12-20,12,pmf,large_decrease,0.001
2025-12-20,wk flu hosp rate change,0,2025-12-20,12,pmf,large_increase,0.233
2025-12-20,wk flu hosp rate change,0,2025-12-20,12,pmf,stable,0.22700000000000012
2025-12-20,wk flu hosp rate change,0,2025-12-20,13,pmf,decrease,0.175
2025-12-20,wk flu hosp rate change,0,2025-12-20,13,pmf,increase,0.412
2025-12-20,wk flu hosp rate change,0,2025-12-20,13,pmf,large_decrease,0.011
2025-12-20,wk flu hosp rate change,0,2025-12-20,13,pmf,large_increase,0.216
2025-12-20,wk flu hosp rate change,0,2025-12-20,13,pmf,stable,0.186
2025-12-20,wk flu hosp rate change,0,2025-12-20,15,pmf,decrease,0.166
2025-12-20,wk flu hosp rate change,0,2025-12-20,15,pmf,increase,0.24
2025-12-20,wk flu hosp rate change,0,2025-12-20,15,pmf,large_decrease,0.122
2025-12-20,wk flu hosp rate change,0,2025-12-20,15,pmf,large_increase,0.375
2025-12-20,wk flu hosp rate change,0,2025-12-20,15,pmf,stable,0.097
2025-12-20,wk flu hosp rate change,0,2025-12-20,16,pmf,decrease,0.157
2025-12-20,wk flu hosp rate change,0,2025-12-20,16,pmf,increase,0.408
2025-12-20,wk flu hosp rate change,0,2025-12-20,16,pmf,large_decrease,0.011
2025-12-20,wk flu hosp rate change,0,2025-12-20,16,pmf,large_increase,0.21
2025-12-20,wk flu hosp rate change,0,2025-12-20,16,pmf,stable,0.2140000000000001
2025-12-20,wk flu hosp rate change,0,2025-12-20,17,pmf,decrease,0.18
2025-12-20,wk flu hosp rate change,0,2025-12-20,17,pmf,increase,0.426
2025-12-20,wk flu hosp rate change,0,2025-12-20,17,pmf,large_decrease,0.001
2025-12-20,wk flu hosp rate change,0,2025-12-20,17,pmf,large_increase,0.15
2025-12-20,wk flu hosp rate change,0,2025-12-20,17,pmf,stable,0.243
2025-12-20,wk flu hosp rate change,0,2025-12-20,18,pmf,decrease,0.232
2025-12-20,wk flu hosp rate change,0,2025-12-20,18,pmf,increase,0.359
2025-12-20,wk flu hosp rate change,0,2025-12-20,18,pmf,large_decrease,0.013
2025-12-20,wk flu hosp rate change,0,2025-12-20,18,pmf,large_increase,0.153
2025-12-20,wk flu hosp rate change,0,2025-12-20,18,pmf,stable,0.243
2025-12-20,wk flu hosp rate change,0,2025-12-20,19,pmf,decrease,0.162
2025-12-20,wk flu hosp rate change,0,2025-12-20,19,pmf,increase,0.405
2025-12-20,wk flu hosp rate change,0,2025-12-20,19,pmf,large_decrease,0.001
2025-12-20,wk flu hosp rate change,0,2025-12-20,19,pmf,large_increase,0.042
2025-12-20,wk flu hosp rate change,0,2025-12-20,19,pmf,stable,0.39
2025-12-20,wk flu hosp rate change,0,2025-12-20,20,pmf,decrease,0.171
2025-12-20,wk flu hosp rate change,0,2025-12-20,20,pmf,increase,0.438
2025-12-20,wk flu hosp rate change,0,2025-12-20,20,pmf,large_decrease,0.001
2025-12-20,wk flu hosp rate change,0,2025-12-20,20,pmf,large_increase,0.06
2025-12-20,wk flu hosp rate change,0,2025-12-20,20,pmf,stable,0.33
2025-12-20,wk flu hosp rate change,0,2025-12-20,21,pmf,decrease,0.202
2025-12-20,wk flu hosp rate change,0,2025-12-20,21,pmf,increase,0.373
2025-12-20,wk flu hosp rate change,0,2025-12-20,21,pmf,large_decrease,0.001
2025-12-20,wk flu hosp rate change,0,2025-12-20,21,pmf,large_increase,0.144
2025-12-20,wk flu hosp rate change,0,2025-12-20,21,pmf,stable,0.28
2025-12-20,wk flu hosp rate change,0,2025-12-20,22,pmf,decrease,0.195
2025-12-20,wk flu hosp rate change,0,2025-12-20,22,pmf,increase,0.291
2025-12-20,wk flu hosp rate change,0,2025-12-20,22,pmf,large_decrease,0.032
2025-12-20,wk flu hosp rate change,0,2025-12-20,22,pmf,large_increase,0.316
2025-12-20,wk flu hosp rate change,0,2025-12-20,22,pmf,stable,0.166
2025-12-20,wk flu hosp rate change,0,2025-12-20,23,pmf,decrease,0.241
2025-12-20,wk flu hosp rate change,0,2025-12-20,23,pmf,increase,0.375
2025-12-20,wk flu hosp rate change,0,2025-12-20,23,pmf,large_decrease,0.001
2025-12-20,wk flu hosp rate change,0,2025-12-20,23,pmf,large_increase,0.041
2025-12-20,wk flu hosp rate change,0,2025-12-20,23,pmf,stable,0.3419999999999999
2025-12-20,wk flu hosp rate change,0,2025-12-20,24,pmf,decrease,0.171
