reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-01-03,wk flu hosp rate change,0,2026-01-03,01,pmf,decrease,0.192
2026-01-03,wk flu hosp rate change,0,2026-01-03,01,pmf,increase,0.148
2026-01-03,wk flu hosp rate change,0,2026-01-03,01,pmf,large_decrease,0.34
2026-01-03,wk flu hosp rate change,0,2026-01-03,01,pmf,large_increase,0.244
2026-01-03,wk flu hosp rate change,0,2026-01-03,01,pmf,stable,0.07600000000000011
2026-01-03,wk flu hosp rate change,0,2026-01-03,02,pmf,decrease,0.227
2026-01-03,wk flu hosp rate change,0,2026-01-03,02,pmf,increase,0.15
2026-01-03,wk flu hosp rate change,0,2026-01-03,02,pmf,large_decrease,0.31
2026-01-03,wk flu hosp rate change,0,2026-01-03,02,pmf,large_increase,0.212
2026-01-03,wk flu hosp rate change,0,2026-01-03,02,pmf,stable,0.101
2026-01-03,wk flu hosp rate change,0,2026-01-03,04,pmf,decrease,0.291
2026-01-03,wk flu hosp rate change,0,2026-01-03,04,pmf,increase,0.263
2026-01-03,wk flu hosp rate change,0,2026-01-03,04,pmf,large_decrease,0.137
2026-01-03,wk flu hosp rate change,0,2026-01-03,04,pmf,large_increase,0.149
2026-01-03,wk flu hosp rate change,0,2026-01-03,04,pmf,stable,0.16
2026-01-03,wk flu hosp rate change,0,2026-01-03,05,pmf,decrease,0.238
2026-01-03,wk flu hosp rate change,0,2026-01-03,05,pmf,increase,0.218
2026-01-03,wk flu hosp rate change,0,2026-01-03,05,pmf,large_decrease,0.173
2026-01-03,wk flu hosp rate change,0,2026-01-03,05,pmf,large_increase,0.244
2026-01-03,wk flu hosp rate change,0,2026-01-03,05,pmf,stable,0.127
2026-01-03,wk flu hosp rate change,0,2026-01-03,06,pmf,decrease,0.315
2026-01-03,wk flu hosp rate change,0,2026-01-03,06,pmf,increase,0.31
2026-01-03,wk flu hosp rate change,0,2026-01-03,06,pmf,large_decrease,0.052
2026-01-03,wk flu hosp rate change,0,2026-01-03,06,pmf,large_increase,0.094
2026-01-03,wk flu hosp rate change,0,2026-01-03,06,pmf,stable,0.229
2026-01-03,wk flu hosp rate change,0,2026-01-03,08,pmf,decrease,0.237
2026-01-03,wk flu hosp rate change,0,2026-01-03,08,pmf,increase,0.215
2026-01-03,wk flu hosp rate change,0,2026-01-03,08,pmf,large_decrease,0.21
2026-01-03,wk flu hosp rate change,0,2026-01-03,08,pmf,large_increase,0.239
2026-01-03,wk flu hosp rate change,0,2026-01-03,08,pmf,stable,0.09900000000000012
2026-01-03,wk flu hosp rate change,0,2026-01-03,09,pmf,decrease,0.183
2026-01-03,wk flu hosp rate change,0,2026-01-03,09,pmf,increase,0.2
2026-01-03,wk flu hosp rate change,0,2026-01-03,09,pmf,large_decrease,0.162
2026-01-03,wk flu hosp rate change,0,2026-01-03,09,pmf,large_increase,0.367
2026-01-03,wk flu hosp rate change,0,2026-01-03,09,pmf,stable,0.088
2026-01-03,wk flu hosp rate change,0,2026-01-03,10,pmf,decrease,0.197
2026-01-03,wk flu hosp rate change,0,2026-01-03,10,pmf,increase,0.15
2026-01-03,wk flu hosp rate change,0,2026-01-03,10,pmf,large_decrease,0.284
2026-01-03,wk flu hosp rate change,0,2026-01-03,10,pmf,large_increase,0.268
2026-01-03,wk flu hosp rate change,0,2026-01-03,10,pmf,stable,0.101
2026-01-03,wk flu hosp rate change,0,2026-01-03,11,pmf,decrease,0.267
2026-01-03,wk flu hosp rate change,0,2026-01-03,11,pmf,increase,0.216
2026-01-03,wk flu hosp rate change,0,2026-01-03,11,pmf,large_decrease,0.175
2026-01-03,wk flu hosp rate change,0,2026-01-03,11,pmf,large_increase,0.215
2026-01-03,wk flu hosp rate change,0,2026-01-03,11,pmf,stable,0.1270000000000001
2026-01-03,wk flu hosp rate change,0,2026-01-03,12,pmf,decrease,0.318
2026-01-03,wk flu hosp rate change,0,2026-01-03,12,pmf,increase,0.188
2026-01-03,wk flu hosp rate change,0,2026-01-03,12,pmf,large_decrease,0.175
2026-01-03,wk flu hosp rate change,0,2026-01-03,12,pmf,large_increase,0.196
2026-01-03,wk flu hosp rate change,0,2026-01-03,12,pmf,stable,0.123
2026-01-03,wk flu hosp rate change,0,2026-01-03,13,pmf,decrease,0.25199999999999995
2026-01-03,wk flu hosp rate change,0,2026-01-03,13,pmf,increase,0.16299999999999998
2026-01-03,wk flu hosp rate change,0,2026-01-03,13,pmf,large_decrease,0.30399999999999994
2026-01-03,wk flu hosp rate change,0,2026-01-03,13,pmf,large_increase,0.19099999999999995
